No.;Time;Comment;Scramble;Date;P.1
402;24.40;;U L2 F2 D' F2 L2 F2 U F2 U B2 U' R D U B D' U R B' F';2025-11-04 21:25:24;24.40
403;16.75;;F D2 L' D' R2 D' U' R2 B2 U B2 F2 R2 L F' R U B D2 L';2025-11-04 21:26:01;16.75
404;16.45;;F U' L F2 R B2 U D R B2 R2 F L2 D2 L2 D2 B R2 B R2;2025-11-04 21:26:29;16.45
405;13.27;;U2 L2 F R2 B' R2 D2 R2 B L2 D' R' B2 D' U' L' R2 B D' F2;2025-11-04 21:26:59;13.27
406;15.40;;L2 F2 L' U' L2 F2 L2 B2 U' F2 U' F2 D L' B D F U' L' R2;2025-11-04 21:27:24;15.40
407;16.30;;B' L' D' U' B2 R2 U' L2 D2 B2 R2 B2 L' D2 R' B' R U L;2025-11-04 21:28:07;16.30
408;16.98;;D R2 L2 D2 F2 D' F2 B L D2 L2 F R2 B2 U2 B R2 F' U2;2025-11-04 21:29:45;16.98
409;14.68;;B' D F B' R' D L' U' B2 U' F2 L2 B2 U F2 U' R2 D2 L B';2025-11-04 21:30:15;14.68
410;22.67;;D' R L' F' B' L D2 R F D' B2 U' L2 F2 U B2 R2 U' B2 R2 D';2025-11-04 21:30:47;22.67
411;17.80;;R' U R B R' D F' R' U R2 U L2 F2 B2 D2 L2 B2 U D B R';2025-11-04 21:31:23;17.80
412;23.55;;F2 D2 B' R2 D2 F' L2 D2 U2 B' D2 B' U F L' U2 L2 D R2 U2 F2;2025-11-04 21:31:58;23.55
413;17.74;;R' D2 B2 F2 R2 F2 D2 U2 R' F2 L B2 D' B' R2 D L F2 D' U L';2025-11-04 21:32:48;17.74
414;18.31;;D' B2 D' L2 R2 B2 D' L2 U2 L2 D' F R' B' F2 L' B' D2;2025-11-04 21:33:19;18.31
415;15.10;;B2 R' D' B' U' B2 L' F D2 R2 B' R2 B L2 F2 R2 D2 B2 R' B2 R;2025-11-04 21:33:50;15.10
416;17.51;;R D B F2 D B2 D2 F2 D F2 U2 L2 R2 F D B U2 L' B2 U;2025-11-04 21:40:28;17.51
417;13.29;;U2 R' F2 D2 U2 L' F2 R2 B2 F2 D2 B U2 R' U' R2 B L2 B2 L2;2025-11-04 21:41:04;13.29
418;18.96;;D L2 U' L' B D2 B' D2 R' U R2 B2 D F2 D' F2 L2 B2 L2 U F2;2025-11-04 21:41:32;18.96
419;16.77;;F2 U L2 U B2 L2 R2 U L2 B2 L2 B L' R' F' U R B' U R2 F2;2025-11-04 21:43:00;16.77
420;17.02;;U' F' D2 F' D2 U2 L2 U2 B2 F' R2 F R' D' L2 B U2 F' U2 B2;2025-11-04 21:46:40;17.02
421;14.62;;B' R' L' D F B2 D' L D' B' U2 R2 B2 D2 B' R2 L2 U2 R2 B;2025-11-04 21:47:11;14.62
422;16.54;;B2 R2 U' F2 U' F2 U L2 B2 U2 B' D2 F' D F2 L2 D';2025-11-04 21:47:58;16.54
423;22.65;;D2 B R U D F R' B' U' L' U' B2 L2 F2 U' F2 B2 D B2 U;2025-11-04 21:48:28;22.65
424;18.55;;U F U2 B R2 B2 F D2 B2 U2 R2 F' L R' D B R2 D' B' F;2025-11-04 21:49:06;18.55
425;19.32;;U' B U D F L D B R' L2 D' B2 L2 U R2 U' L2 U L2 B2 L2;2025-11-04 21:50:43;19.32
426;18.76;;F U2 F2 R2 U2 R2 U2 B' D2 B U2 B2 R' D U2 L' R F U' R2 F2;2025-11-04 21:51:15;18.76
427;17.20;;B' R B R2 B2 D2 F' L D B' D2 F' R2 F D2 L2 B' U2 R2 F;2025-11-04 21:52:19;17.20
428;20.13;;U L U B2 R' U2 L F2 R' D2 U2 R B2 F2 D B2 F D2 L2 B2 R2;2025-11-04 21:53:02;20.13
429;15.29;;U2 B L' F' R' U' L2 D2 F' D' L' U2 L' D2 F2 R' F2 L2 U2 B2;2025-11-04 21:53:49;15.29
430;18.78;;B' L F2 D2 R' F2 L' D2 L B2 D B' R F R U F' R;2025-11-04 21:55:13;18.78
431;14.73;;R2 F2 L2 B' L2 F' L2 F R2 D2 F R D L2 F R' U R2 D2 B' U;2025-11-04 22:02:30;14.73
432;16.90;;D' B U2 B2 U' L B R2 B' U F2 D2 L2 D' R2 D' F2 R2 D R2;2025-11-04 22:03:04;16.90
433;17.97;;D' F B L2 U' R' D' L U2 F2 D2 B' L2 F D2 B L2 F R2 U';2025-11-04 22:03:35;17.97
434;19.61;;R' B' U2 F R2 B' R2 D2 B R2 B2 D2 R2 D' U R' B R2 F U2 R';2025-11-04 22:04:07;19.61
435;15.97;;L U' B' U2 R2 F D2 L2 B2 U2 F2 D' B2 U' L' D2 L' B;2025-11-04 22:04:41;15.97
436;17.67;;L' U2 B' D L' B2 D' F U L2 B2 U' D2 L2 D2 L2 F2 L2 F2 B;2025-11-04 22:05:39;17.67
437;14.54;;B2 R2 U' R B L2 U' L' B' R2 F R2 D2 F D2 B' R2 D2 R2 U;2025-11-04 22:06:08;14.54
438;18.00;;B2 D R2 F2 U R2 B2 D2 U2 B L F2 R' U L' U B' U2 L;2025-11-04 22:06:40;18.00
439;15.64;;L D2 L2 D2 B' D2 B' R2 D2 F L2 F2 L' D' B2 L U' B' F D2;2025-11-04 22:07:11;15.64
440;17.33;;U2 L2 R2 D' R2 F2 R2 U2 R2 U2 B' R' B2 D2 L2 F U' R' D' R';2025-11-04 22:07:54;17.33
441;13.36;;D' R2 B U2 L2 R2 F' L2 F2 D2 F D2 R2 U R' B L' B2 D';2025-11-04 22:08:59;13.36
442;21.35;;R2 U B D F D2 R2 D L D' L2 B2 U F2 R2 D' F2 B2 D' F2 D2;2025-11-04 22:09:31;21.35
443;17.32;;F2 R' B2 L2 B' L2 D2 B L2 D2 B' U2 F2 D2 L D' F2 R B L2 D;2025-11-04 22:10:12;17.32
444;17.08;;L U B D2 B2 R2 D' R2 D U L2 D R2 F' R' U R B2 R U';2025-11-04 22:10:40;17.08
445;16.35;;D R2 B2 U' R2 D' B2 U' L2 D L B2 U B' D' R U2 L' B';2025-11-04 22:11:23;16.35
446;16.41;;D' R B' L' B' U' R F2 U F2 D2 B2 D2 R2 F U2 D2 R2 U2 B';2025-11-04 22:12:05;16.41
447;20.54;;U' R2 U L2 U F2 R2 B2 U2 F2 R D' R' F D B U F' U;2025-11-04 22:12:34;20.54
448;17.30;;L2 F2 L2 B2 U' F2 U B2 U2 R2 D B' L F' L D' U2 B2 L2 R';2025-11-04 22:13:33;17.30
449;12.27;;L F2 L2 B2 D2 R' D2 L' B2 D2 U' L D' B2 L U F D2;2025-11-04 22:14:13;12.27
450;16.14;;B' U2 L2 D' F2 U' L2 U' L2 F2 R2 U2 B2 L D' B2 D R2 B' U' R2;2025-11-04 22:14:39;16.14
451;23.73;;U2 L D2 R U' R2 D2 F U2 L2 B2 L2 D R2 F2 U' B2 U2 F2 U' F;2025-11-04 22:15:56;23.73
452;21.78;;D2 R' U L2 F2 R2 U' F2 R2 D' B2 L F L2 B2 U R F L';2025-11-04 22:16:39;21.78
453;19.69;;L D2 B2 R' D2 L2 B2 R D2 F2 B L2 U B' D2 F' D' L R' B2;2025-11-04 22:20:45;19.69
454;21.47;;R F L B2 D B2 D R2 D' L2 U' R2 D R2 L D R2 U2 R2 U2 R';2025-11-04 22:21:24;21.47
455;14.52;;U' F2 U R2 U2 R2 D' F2 L2 B2 D' R F D2 F' D F' D U' F';2025-11-04 22:22:11;14.52
456;15.05;;D' L2 R2 U' L2 U B2 F2 L2 D2 B F L' D F2 D F2 R U' R2;2025-11-04 22:22:57;15.05
457;20.12;;D2 F2 U' F2 D' L2 F2 L' B' D2 F2 L U2 B2 L2 B2 L' U2;2025-11-04 22:23:35;20.12
458;15.84;;U2 B2 L' U2 D' B2 D' F L U2 F2 L2 B R2 D2 F' B' U2 L2 B' U2;2025-11-04 22:24:12;15.84
459;15.12;;B R2 B2 U L2 R2 D U B2 R2 U L U' F' R2 F' U L2 R B';2025-11-04 22:24:48;15.12
460;18.49;;R B2 D2 L2 F2 U' B2 U2 B2 F2 L2 R F L2 D' B2 R' U R' F';2025-11-04 22:25:20;18.49
461;17.74;;B2 U2 L2 F D2 F D2 R2 F D2 F L F2 D2 B2 D' B' R' B' L;2025-11-04 22:25:58;17.74
462;17.32;;R' F2 U F2 R2 F2 D L2 U' B2 L2 B2 D2 F D2 B' R' D2 U' F' R';2025-11-04 22:26:40;17.32
463;16.97;;B' R2 D R2 U F2 L2 B2 D2 R2 D2 F R B' L' B2 F L' F';2025-11-04 22:27:18;16.97
464;30.34;;D' F D B2 U' R2 B2 D' R2 F2 U' L2 U' B2 F D' B2 R B' U R';2025-11-04 22:28:04;30.34
465;11.15;;D' B2 L2 D2 F2 U2 B2 U L2 U L2 F2 L R2 F' L2 U2 R' B2 U';2025-11-04 22:29:06;11.15
466;19.53;;R2 L B U' F R2 F U' L' U2 L2 F2 U B2 U2 D L2 B2 U;2025-11-04 22:29:37;19.53
467;17.78;;B2 D R' B' L U F' D B2 L U2 R2 U2 B2 R' D2 B2 R F2 B';2025-11-04 22:30:19;17.78
468;22.46;;R2 B2 L D2 R' U2 R' D2 R U2 B R' B D' F U' B2 L B';2025-11-04 22:31:02;22.46
469;16.75;;U R U2 B D' F' L2 D R L2 F2 U R2 U2 F2 U R2 D2 L2 F2 L;2025-11-04 22:31:41;16.75
470;16.27;;R U' B2 U2 L2 B2 L2 F2 U' L2 U2 B F' U' R' B2 D' U R' B;2025-11-04 22:32:14;16.27
471;18.80;;F' L U2 R' B2 L B2 U2 L F2 L2 F2 B D R2 U B' R F D2;2025-11-04 22:32:51;18.80
472;16.97;;F2 B' D R F B' L U L2 U2 F2 B2 R F2 L U2 F2 B2 D2 L' D';2025-11-04 22:33:34;16.97
473;14.04;;L' F2 R F U' R' U' R U2 L2 U2 F2 R' B2 R B2 D2 B2 D2 F';2025-11-04 22:34:12;14.04
474;17.99;;L' U2 F' R2 F2 R2 D2 F2 D U2 B2 D L2 D R B' D U' B F' R';2025-11-04 22:34:49;17.99
475;19.32;;U' L U2 B U F' B2 D' F2 D2 R2 L' F2 U2 F2 D2 L F2 L' F2;2025-11-04 22:35:29;19.32
476;14.74;;B2 U' F D2 B' U2 B U2 R2 F L2 B R2 D B D' R2 D' R F U2;2025-11-04 22:36:06;14.74
477;17.96;;U2 L' F U F2 R L2 U' F U2 F' D2 B' U2 L2 F D2 L2 B L;2025-11-04 22:36:41;17.96
478;15.22;;U' R2 B2 R2 F D2 L2 F2 L2 U2 F L2 F U B' D U2 R B2 U' F;2025-11-04 22:37:18;15.22
479;17.10;;U2 R2 D2 L' B2 R' F2 R' U2 F2 U2 L' B D F D L' R' F L;2025-11-04 22:37:49;17.10
480;16.05;;U B R' F D' L B2 L' U' R' B2 R B2 L2 B2 U2 R' F2 D2 L2;2025-11-04 22:38:37;16.05
481;24.01;;U R2 B2 L2 D2 R2 U B2 U F2 B' L U2 F U2 R' B D' F' L';2025-11-04 22:39:15;24.01
482;19.75;;D2 L D' F2 L2 B2 D2 L2 U B2 D' F2 L2 F U2 L' B R2 F2 R;2025-11-04 22:40:07;19.75
483;22.02;;F' B2 L2 D2 B2 D' R2 B2 D L2 D' R2 L' F L F2 L2 U' B' R';2025-11-04 22:40:49;22.02
484;17.39;;L' F2 L2 U' B2 U' F2 L2 F2 U' F2 D B' U' R' F U2 F D' U';2025-11-04 22:41:38;17.39
485;17.72;;B2 R2 D2 B L U F U F2 D' F2 D B2 L2 U F2 L2 U2 B2 L;2025-11-04 22:42:16;17.72
486;18.93;;F2 R U2 F' U2 B R2 B' R2 D2 F' U2 F2 R' D L B L2 F' D;2025-11-04 22:43:48;18.93
487;23.09;;R2 D R' B2 D' B' U' D' F2 R2 F2 U R2 D2 R2 D B2 R' F2;2025-11-04 22:44:34;23.09
488;25.95;;F2 L2 R2 U R2 D' U2 F2 R2 F2 B' R B' U2 F2 L D2 B' D';2025-11-04 22:46:12;25.95
489;19.82;;D2 F2 L2 B2 U R2 F2 U' L2 B2 U' R' D' B R U';2025-11-04 22:47:03;19.82
490;15.10;;F' R' U2 D2 R2 B R B2 D2 F2 D' B2 R2 U R2 F2 R2 D B' D2;2025-11-04 22:47:46;15.10
491;14.64;;B2 L2 D F2 U2 L2 D' L2 B2 R2 B' U2 L U2 R' U L2 B R' U';2025-11-04 22:48:20;14.64
492;17.51;;D' U' B2 D F2 U2 B2 L2 U2 R2 B' D' F D L' B2 D' B2 F2 R';2025-11-04 22:48:53;17.51
493;19.64;;B2 F2 D2 U' F2 L2 D2 L2 D' F2 R2 B' L' R2 U' R F D' L' D2;2025-11-04 22:49:31;19.64
494;24.31;;L2 F U' L' B U L' D' U2 L2 F U2 L2 B R2 F' D2 L2 F' U L';2025-11-04 22:50:59;24.31
495;16.96;;R F2 B' D2 F' L' U R2 U2 B R2 B' U2 R2 F' R2 B' R2 U2 R B';2025-11-04 22:51:43;16.96
496;22.39;;B2 L B2 U R2 D' R2 D' L2 U F2 U' R2 U B' L D' F L' U;2025-11-04 22:52:23;22.39
497;20.37;;R U B2 U L2 D2 L2 F2 U B2 L2 R2 D2 B L' D' U F D' F2 U';2025-11-04 22:53:04;20.37
498;18.37;;R' B' U' B2 D2 B2 L2 D2 R2 D L2 F' U' L B' D2 R2 B' U;2025-11-04 22:53:51;18.37
499;20.39;;B2 L2 R2 D2 F' D2 B' D2 U2 L2 B R' U' F L' D B2 L' R2 F' R';2025-11-04 22:54:35;20.39
500;16.70;;R2 F B2 U2 B2 D' B2 F2 L2 U' B2 R2 D R' B2 F D R2 B U2;2025-11-04 22:55:22;16.70
501;13.71;;R2 D' L2 D' R2 B2 U2 L2 B2 U' B2 D' B D L2 R2 B D2 B R' D;2025-11-04 22:56:03;13.71
502;20.79;;R B' U B2 R2 D' L2 U' L2 U' L2 F2 L2 F D' L U L' D B';2025-11-05 22:41:34;20.79
503;19.33;;D' U2 F2 R U2 R2 U2 B2 D2 R U2 B D' R' B' F2 L D2 U2;2025-11-05 22:42:07;19.33
504;16.16;;F2 L2 U F2 R2 F2 U' B2 F2 R2 D' B' R U' R2 B R2 U2 F D;2025-11-05 22:42:39;16.16
505;21.63;;R2 L2 U B2 U2 R B D F' D2 F' D2 B2 D2 L2 B' R2 F2 L';2025-11-05 22:44:12;21.63
506;14.15;;F B2 L2 R' B2 U2 R' D2 L2 U2 L U2 R' D' B U B' L' D' B;2025-11-05 22:44:48;14.15
507;16.93;;R2 U B2 L2 D R2 U' L2 B2 D U2 R' F' D' L2 U B' F2 L R' U';2025-11-05 22:45:29;16.93
508;15.39;;U2 R2 B U2 L2 B L2 R2 B2 L2 B' D' L B U2 R U L2 R U';2025-11-05 22:45:57;15.39
509;18.00;;U' F' D2 F R2 F D2 F' D2 B2 U2 B L B2 D' B' D B2 L';2025-11-05 22:46:28;18.00
510;20.45;;D L' B2 R2 U2 R2 F' L2 R2 B L2 B' R2 F2 D' F2 R D2 L' B R2;2025-11-05 22:47:29;20.45
511;16.20;;B L2 F R2 U R' B U B2 U2 F U2 D2 L2 F' U2 F L2 D2 U;2025-11-05 22:48:03;16.20
512;13.14;;F' L D L' B' L' B' U D' F2 U2 L2 F2 B R2 F R2 U2 F2 L2;2025-11-05 22:48:35;13.14
513;20.71;;D L2 D2 L2 U' F2 R2 D L2 B2 U F2 R D' B L B U' R' U';2025-11-05 22:49:08;20.71
514;16.90;;L2 B2 D2 B2 F U2 B' D2 R2 D2 F D' L2 D2 R' B' L U2 B' D' R2;2025-11-05 22:49:44;16.90
515;16.30;;L2 U L' U' F2 L F' D' R L2 F R2 F2 L2 U2 R2 F2 R2 D2 B';2025-11-05 22:50:54;16.30
516;15.80;;B' U' D' F R F U R2 D2 L' U2 B2 L' B2 R' U2 B2 R B' D;2025-11-05 22:51:29;15.80
517;17.49;;B2 L U' F2 L2 D' L2 U2 F2 L2 R2 U R2 L' U B L2 U L' D2;2025-11-05 22:51:59;17.49
518;18.93;;D2 L' R2 D2 F L2 F U2 B' D2 R2 B2 D2 R U2 R' D' B' U' L;2025-11-05 22:52:36;18.93
519;15.23;;L2 D R2 B2 F2 D2 R' F2 L' D2 R F2 R2 B L' F2 R' U' F;2025-11-05 22:54:00;15.23
520;22.22;;F' R D' L2 F' R2 B R2 U B2 R2 F2 D' B2 R2 U2 D' F2 U R' D2;2025-11-05 22:54:36;22.22
521;18.60;;D' R' B2 R2 U2 L2 U' R2 D' B2 U' B2 R' F2 U L2 B F' L F';2025-11-05 22:55:12;18.60
522;23.87;;B R2 B2 F' R2 F' R2 D2 L2 D2 F' L2 D' B2 R B2 F L' D';2025-11-05 22:55:52;23.87
523;15.63;;D' F' L' U2 B2 R' D' L2 F' L2 D2 F' U2 B' R2 B' R2 B2;2025-11-05 22:56:35;15.63
524;21.03;;B2 F2 D2 R B2 R2 D2 L F2 R' U2 L' U L R' U B' U L2 D' R';2025-11-05 22:57:31;21.03
525;19.44;;U' L2 F2 L2 F2 U R2 B2 U' R2 D' U2 B D' F L' U F' D F';2025-11-05 22:58:11;19.44
526;18.84;;B2 L B' U B2 D B2 F2 D R2 B2 R2 F2 R D2 L2 U F D U2;2025-11-05 22:58:50;18.84
527;15.81;;R D' F' R2 B2 D' R2 U B2 U' B2 U B2 R F' L' D L R' B2;2025-11-05 22:59:38;15.81
528;17.58;;D2 U2 B L2 R2 B' L2 U2 B' L2 F' R F' U2 L U2 F D F U';2025-11-05 23:00:07;17.58
529;18.69;;L2 U' B' F2 U' L2 U L2 F2 U F2 R2 D' L' B U' R' U L2 R2;2025-11-05 23:00:36;18.69
530;15.53;;B2 D' R2 D U2 L2 D' U2 L2 F2 L' B2 R B' F2 L D2 U L;2025-11-05 23:01:09;15.53
531;19.62;;U F2 D' L2 U' L2 D' B2 L2 D U' B L' R' U B D2 B' F' D F';2025-11-05 23:01:39;19.62
532;17.93;;R2 U2 B' L2 R2 U2 B' F2 D2 L2 U2 L' D B U' B' R' F' U2 R F2;2025-11-05 23:02:30;17.93
533;15.41;;D2 B L2 F U2 R2 D2 U2 B' L2 F' L B R' U2 L2 D' L2 R' F;2025-11-05 23:02:59;15.41
534;15.65;;F' B2 U' B2 D' F2 U' R2 D' B2 L2 F2 L' B R2 F' U2 L D2 L;2025-11-05 23:03:31;15.65
535;14.85;;B' F2 D' B2 U R2 D2 L2 F2 U R2 B' R' F' L2 D F R' D';2025-11-05 23:04:24;14.85
536;15.62;;B' D' L' U2 R D B' U R L2 F L2 F' L2 F R2 L2 F D2 R2;2025-11-05 23:04:53;15.62
537;20.21;;R2 D' L2 B2 R2 D2 R2 F2 R2 D L' U B D' U' F' L D U';2025-11-07 23:47:26;20.21
538;17.75;;F' L2 D' L2 R2 D U2 L2 F2 D' F2 D' F' U2 R U2 B F D B2 L;2025-11-07 23:49:02;17.75
539;14.08;;R B' R2 L2 U' L' U D2 R2 F U2 D2 R2 F' R2 B' L2 B R U2;2025-11-07 23:49:38;14.08
540;15.28;;U' D' L' F' B U B2 L' U D2 R2 L2 F D2 L2 F R2 B' U2 R2 B';2025-11-07 23:50:12;15.28
541;22.40;;U R D L F2 L2 B' D' F D2 R2 B D2 B D2 B2 R2 B' L2 F D';2025-11-07 23:50:45;22.40
542;19.82;;D' F2 U' F L' B' U L F2 D2 B' D2 R2 F' U2 F D2 L2 F L';2025-11-07 23:51:26;19.82
543;13.18;;B D B U L F2 D' B D' R2 B2 R2 D2 L2 U F2 R2 D R2 B';2025-11-07 23:52:21;13.18
544;19.15;;R2 D B2 L2 R2 U L2 R2 B2 U' L2 U B U2 L B' F D2 R' D L2;2025-11-07 23:52:54;19.15
545;18.24;;U B2 U L2 F2 D2 L2 D' B2 U2 L2 U' F U' L B' F' D' B R D;2025-11-07 23:53:35;18.24
546;16.27;;D B' L2 F2 R2 U2 B2 L' F2 R' U2 B2 U L B' D2 R F' R;2025-11-07 23:54:10;16.27
547;16.06;;R2 B' L U2 D L' F U' F2 D2 R2 B L2 B2 D2 B U2 B R2 F2;2025-11-07 23:54:44;16.06
548;20.10;;B2 R2 D L2 B2 R2 F2 R2 U' R2 U R D2 U2 B2 D' F' U R' B L;2025-11-07 23:55:35;20.10
549;18.94;;F R2 B2 L2 F' R2 U2 F R2 B2 D R D' L U' B2 L' R2 D2;2025-11-07 23:56:15;18.94
550;17.62;;F U2 F2 R L' D L D2 B' R2 F2 D2 R2 D2 B2 U2 R2 F' L2 D';2025-11-07 23:57:11;17.62
551;14.51;;D' R2 U2 F2 U2 F' R U R2 B2 R' U2 D2 B2 D2 R2 U2 L D2 R;2025-11-07 23:57:57;14.51
552;17.09;;F L D2 B2 D' L2 U2 B2 U' B2 U R2 F' U B D' L' R2 F2 U;2025-11-07 23:58:34;17.09
553;14.29;;B D U B2 F2 D L2 F2 D B2 R' B' U' F2 U R' F U2 L2;2025-11-07 23:59:15;14.29
554;18.72;;F2 R' B2 L2 U2 R' F2 R' D2 L F2 B' R' U' L B' F2 U B R';2025-11-08 00:00:03;18.72
555;20.06;;D B2 L2 D B2 F2 R2 U' L2 D R2 U' B' R U' B' F R2 B R' B';2025-11-08 00:00:39;20.06
556;15.44;;U' L2 R2 U' L2 R2 U' L2 D2 F2 L' D B U B' L' F U' B2 F2;2025-11-08 00:01:29;15.44
557;23.71;;R2 U2 R' D2 B2 U2 B2 L' F2 L2 B2 D' B' D F' L' B R' U' L2;2025-11-08 00:02:04;23.71
558;14.93;;U2 B' L2 F2 U B2 U' F2 R2 D' L' B' R' F L' F2 D' L';2025-11-08 00:03:53;14.93
559;15.97;;B2 D2 U' L2 R2 U' R2 U2 B2 F' R2 F R F L D' R F' R2;2025-11-08 00:04:29;15.97
560;17.18;;B R F D2 B2 F D2 F U2 R2 B' R2 U' R2 B' L U R2 F2 R;2025-11-08 00:05:11;17.18
561;17.99;;R' L' B' D' R L2 D' R' U2 L' U2 L B2 R' L2 B2 R2 U2 D' B2;2025-11-08 00:05:46;17.99
562;23.48;;F U2 F' D2 F R2 F' R2 B2 U2 F2 D2 R' D U2 F' L' R B' R B;2025-11-08 00:06:32;23.48
563;14.51;;F U F R' D2 L2 U2 L U2 L' F2 R' U2 F U R' D R' F' R2;2025-11-08 00:07:13;14.51
564;13.19;;F U F2 B U R B L2 U L2 B2 D' R2 U2 L2 U' B2 D' B L2;2025-11-08 00:07:54;13.19
565;20.42;;B D F R2 F D2 F' R2 U2 R2 U2 F' D2 R' B R' D F L' F;2025-11-08 00:08:27;20.42
566;13.26;;U R U R' D B2 R B R D2 R L D2 R' U2 D2 R' F2 R' U;2025-11-08 00:09:17;13.26
567;15.80;;L U' R D F R2 F2 B' U' R D2 R F2 B2 L2 F2 L B2 R' F2 D2;2025-11-08 00:09:51;15.80
568;20.89;;R2 U' B2 F2 R2 D' R2 U L2 R2 U F2 R B D' F R' B2 U2 R' F;2025-11-08 00:10:37;20.89
569;17.02;;D' B' R2 F U2 L2 F' U2 L2 B' U2 B D2 U' F2 L' B L2 R B' D;2025-11-08 00:11:24;17.02
570;17.58;;L' B2 R2 D2 R D2 L U2 B2 L2 D2 R' F' D2 U' L' U2 B L U' L;2025-11-08 00:12:01;17.58
571;18.59;;D' R2 D F2 U R2 D L2 B2 U F2 R2 B' L' B2 D R' F2 D2 R' B2;2025-11-08 00:12:38;18.59
572;19.16;;R U D' R2 U2 R F B2 L2 U B2 R2 U' L2 U2 D' F2 D2 R' U';2025-11-08 00:13:27;19.16
573;17.73;;B2 U' B2 U' L2 F2 U2 F2 D R2 D2 F2 R' F2 D U B' L' F D L';2025-11-08 00:14:04;17.73
574;17.18;;F L R2 F2 D U2 F2 L2 R2 U' L2 F2 L' F L U2 B2 L' R;2025-11-08 00:14:44;17.18
575;14.78;;D' F2 D2 R D2 F2 U2 F2 R B2 U2 L2 R F D' B' R B' R B2;2025-11-08 00:15:24;14.78
576;19.95;;B D2 B' R2 B2 D2 U2 B L2 F' D2 F U' R D B L' F D' L2 R2;2025-11-08 00:16:08;19.95
577;17.61;;U2 F2 R' F2 L' D2 U2 B2 F2 L2 B2 U' L2 R F D' U L' B2 U;2025-11-08 00:16:52;17.61
578;17.36;;L2 B2 R2 B2 U2 B2 U L2 U2 B2 D' F R2 B2 D R D2 U L' F;2025-11-08 00:17:38;17.36
579;19.37;;U R B' R2 F R2 F L2 F2 L2 U2 R2 F' L2 R' F D U2 L F2 U;2025-11-08 00:18:29;19.37
580;18.03;;F' L2 F2 D' F2 R2 D2 F2 L2 U' F2 U2 R2 B' L2 U L' U' B F2 R2;2025-11-08 00:19:19;18.03
581;15.84;;F' L2 B2 R2 F2 U F2 D B2 U F R' U' L2 R' D2 F' R;2025-11-08 00:19:53;15.84
582;20.86;;L D2 R' L U' D2 R' U' B' U2 B2 U2 R' F2 U2 D2 L2 B2;2025-11-08 00:21:43;20.86
583;19.33;;L' F2 L2 U' L2 D2 F2 L2 U L2 D2 R2 B F R' D U B' R B;2025-11-08 00:23:19;19.33
584;17.65;;D' F2 L2 D L2 D F2 L2 R2 D' U' L2 B L2 U' F2 D' R' U L U;2025-11-08 00:24:31;17.65
585;17.07;;L U D2 F' L F L2 D' F2 U2 D2 L2 B2 L' B2 R F2 L' F2 R';2025-11-08 00:25:49;17.07
586;18.46;;B2 L U2 R' D2 R F2 R F2 U2 L' D L D2 B' L' R D2 F' R;2025-11-08 00:26:29;18.46
587;18.40;;F2 D L2 U2 R F U' B U2 R' B2 U' F2 D R2 D' L2 B2 D2 R2 D';2025-11-08 00:27:06;18.40
588;17.51;;L F U2 F2 L2 U F2 D' R2 F2 D2 L2 B L' D B F2 R' B D2;2025-11-08 00:27:48;17.51
589;14.04;;B' D' F2 U2 R2 B2 L D2 U2 F2 D2 L U2 L' F' L2 R' B D R' F2;2025-11-08 00:28:31;14.04
590;18.48;;F D' L' U' B2 L2 U' R2 D2 F2 D' F2 U' B' D' L' B' R' F2 U';2025-11-08 00:29:52;18.48
591;20.86;;B L2 U2 R2 U2 B' F2 L2 B L2 D B L U R' U2 F R2 B2 U;2025-11-08 00:30:37;20.86
592;22.20;;D2 B2 R2 F2 R2 F2 U L2 U2 R2 B2 R D' L2 B' R' F2 D2 U2 B;2025-11-08 00:31:16;22.20
593;19.09;;D L' U2 R2 U2 F2 L' B2 D2 R' F2 R F2 B' D F' R' F' L2 B' L;2025-11-08 00:31:59;19.09
594;18.15;;L2 D R2 D R2 U2 R2 B2 D F2 U' F2 R' B2 L2 D2 B F2 D2 L';2025-11-08 00:32:40;18.15
595;20.18;;D' F2 L' D2 L B2 R B2 F2 R U2 F2 R B U2 F U R' B' L2 D;2025-11-08 00:33:17;20.18
596;22.68;;U D2 R2 L2 B2 U R L2 D R2 F' L2 F2 R2 F' U2 B2 L2 F' L2;2025-11-08 00:33:55;22.68
597;21.22;;L2 U L2 R2 F2 D' R2 B2 F2 U2 F2 U L D R F' L' D' U2 B2 F;2025-11-08 00:34:33;21.22
598;17.57;;L2 U' L2 F' U2 D' B L B2 R2 U' B2 D F2 U' F2 L2 D' L2 F2;2025-11-08 00:35:14;17.57
599;19.59;;R B' L F D2 R2 B2 L2 F U2 L2 B' L2 D2 U' L R U R F2 U2;2025-11-08 00:35:48;19.59
600;21.29;;U2 F' B' R' B2 U' R F U L2 U D F2 L2 F2 D R2 D F2 D' R';2025-11-08 00:36:30;21.29
601;21.46;;L' U' B2 U L2 B2 U2 R2 U2 F2 U' B2 F D2 B L2 R' B L D' U;2025-11-08 21:01:13;21.46
602;16.00;;F D2 U B2 L2 B2 R2 F2 U' B2 D2 R2 F U2 R B' F' U2 B2 L R;2025-11-08 21:01:50;16.00
603;19.63;;R' U2 F L2 B' L2 U2 F' L2 B R2 B2 U L' F' U' R' B R2 D' U2;2025-11-08 21:02:40;19.63
