No.;Time;Comment;Scramble;Date;P.1
807;19.45;;D2 U F R2 D2 F' L2 F2 D2 L2 U2 F' R' D U2 R' D' U' F';2025-11-25 20:28:31;19.45
808;21.47;;L R B2 L D2 U2 L U2 L B2 D' L' R F' L R2 B F';2025-11-25 20:29:07;21.47
809;16.72;;U L2 D R2 D U2 L2 F2 R2 F2 U' L' D U' R B F D' L' F' D;2025-11-25 20:29:47;16.72
810;17.11;;F' L' B' U' L' B D' F' U' R2 B2 D2 R2 F2 D2 L2 D R2 B2 D2 L;2025-11-25 20:30:26;17.11
811;17.41;;L2 F2 D' F2 U L2 R2 D F2 D2 B' U2 F D' L2 F' U2 L' U' F2;2025-11-25 20:30:58;17.41
812;19.49;;B2 D B2 D' F2 R2 B2 L2 U2 F2 D' B' U2 F L U F' D F D F2;2025-11-25 20:31:33;19.49
813;23.27;;F2 D2 U2 L2 B U2 F D2 F' L2 F L' U2 B L2 U' B' D2 B;2025-11-25 20:32:06;23.27
814;22.90;;L2 R2 B2 D U2 F2 R2 D2 L2 F2 R2 D' B U R' F L' D' R F U2;2025-11-25 20:32:42;22.90
815;27.70;;B D' B' U2 F L2 F' L2 F D2 B L2 F U F D' L R' U L2 R2;2025-11-25 20:33:25;27.70
816;18.71;;D B2 R' D2 B2 R2 F2 R' B2 L' B2 U2 L' D B' D' F' D' U' F R';2025-11-25 20:34:14;18.71
817;14.92;;B2 R2 U L' B U' R' B D B2 L2 U' F2 B2 R2 U' D2 B2 D R2 B';2025-11-25 20:34:51;14.92
818;19.51;;L F2 L B2 L' U2 R' B2 R' U2 F2 L U L2 F U B2 D L D2 B;2025-11-25 20:35:23;19.51
819;24.21;;F' D2 B2 L2 R2 B L2 U2 F' L2 B U' F2 U R' D F L' D' B' F';2025-11-25 20:36:02;24.21
820;26.87;;B2 U2 L2 D2 L2 B2 D U R2 U B' D2 U B2 L D R2 B2 F R';2025-11-25 20:36:45;26.87
821;18.45;;L' F B2 U L2 B2 R2 U' B2 F2 U' L2 D2 B D B U' R' D B;2025-11-25 20:38:05;18.45
822;16.25;;D F2 L' B2 D2 R2 D2 F2 L' U2 R B2 L F' R' D U F' R2 F' U';2025-11-25 20:38:38;16.25
823;18.90;;L F2 U2 R U' D B' U' F' B2 D2 L' B2 R' B2 R2 U2 R' F2 R' B2;2025-11-25 20:39:15;18.90
824;20.68;;F2 U' L2 B2 D R2 U' L2 B2 D B2 U2 B F2 L2 B R' F2 U' B' F';2025-11-25 20:39:49;20.68
825;16.83;;D L2 F' R' L F' L' U2 B2 U R2 U' R2 F2 D2 L2 F2 D B2 L U2;2025-11-25 20:40:30;16.83
826;19.59;;F' U2 F2 R2 D B2 U2 F2 R2 D F2 U2 F2 R' D2 L F2 U2 B D2 B';2025-11-25 20:41:03;19.59
827;16.86;;U R2 F2 R2 U' B2 D2 R2 D' R2 B L2 F' L' U R D' L' B2 F;2025-11-25 20:41:43;16.86
828;16.58;;L2 U' F2 D' F2 L2 U' F2 U B2 L D' U' B F' L' U2 F2 R F;2025-11-25 20:42:14;16.58
829;16.48;;F2 B' U' L' U R2 U' B' U' L2 U2 R2 B2 R2 L2 D R2 U R2 L2;2025-11-25 20:42:42;16.48
830;22.72;;B R U' L2 B' L2 U2 L' D F2 U2 R2 B2 L2 B' D2 F' U2 F U2 L2;2025-11-25 20:43:18;22.72
831;15.83;;U2 F2 L2 U2 R' F2 R' B2 L' R2 D2 B' U F' D' U2 R' B R F2 R2;2025-11-25 20:43:55;15.83
832;18.92;;L2 D2 F' D2 U2 L' F2 L B2 R U2 L' U2 F2 U' R' D U' B' U F;2025-11-25 20:44:24;18.92
833;20.73;;U2 B D' F2 L2 R2 D R2 F2 R2 F2 D B' R U' B2 L R F L;2025-11-25 20:44:56;20.73
834;17.69;;L' D2 L2 R' D2 F2 L' R2 U2 R' B2 U' B2 D B' D2 L' B F L;2025-11-25 20:45:46;17.69
835;15.83;;U2 D2 L' U B' D' R2 L' B R2 U' R2 F2 U F2 U' L2 D' R2 U';2025-11-25 20:46:17;15.83
836;14.72;;R' F2 B' U' F D B F2 L' F2 R' F2 U2 F2 B2 R' B2 R U2 F' R2;2025-11-25 20:46:46;14.72
837;21.35;;D F2 U2 L2 F2 D U' B2 D R2 F U2 B' D2 L D2 B' L' D F';2025-11-25 20:47:18;21.35
838;21.98;;R F' R' U2 B2 R D2 F2 R2 U2 L2 U2 R U' R' D U2 F' R' B2;2025-11-25 20:47:55;21.98
839;17.05;;L' F2 R' B2 R' D2 R F2 R2 F2 R B D2 F L2 D L' B R' U';2025-11-25 20:48:29;17.05
840;14.80;;B2 R2 D2 F' R' L' B' D' R' F L2 U2 D2 B R2 F' L2 F U2 F';2025-11-25 20:49:00;14.80
841;15.12;;B' D R' U L2 B2 U2 B2 U2 F2 D' F2 L2 D' B R' F' L R B2 D2;2025-11-25 20:49:27;15.12
842;15.24;;R2 D' L2 U2 D F' L' D2 L2 D R2 B2 L2 B2 U R2 U2 L' D;2025-11-25 20:49:57;15.24
843;22.87;;L2 R2 F2 R2 D2 U2 B D2 L2 F' L2 U' L2 U' F' D U L R2 D' R';2025-11-25 20:50:43;22.87
844;17.66;;F L B U2 B R2 U' F L' R2 D' F2 R2 U' L2 D R2 F2 D2 L2;2025-11-25 20:51:28;17.66
845;14.44;;F' D2 B D2 F' D2 L2 D2 B' L2 R2 F' L' U B2 D2 L' D R2 D' B';2025-11-25 20:52:00;14.44
846;14.46;;U' F2 U2 B L2 F' U2 L2 R2 F D2 R2 B2 D' R' U2 B D2 F2 D R;2025-11-25 20:52:33;14.46
847;21.18;;L2 U' F2 U L2 B2 F2 D B2 L2 B2 F U' F' U2 L' R' F' D U' B;2025-11-25 20:53:04;21.18
848;17.45;;F2 U B2 D2 F2 D R2 D2 L2 B2 L' D' R' U R2 B D2 F' R2 D2;2025-11-25 20:53:41;17.45
849;19.43;;D2 F' U' D2 R D' R2 F D U2 B' U2 B' U2 L2 F' U2 F R2 U2 F;2025-11-25 20:54:14;19.43
850;18.21;;B' U L' B2 U2 D' F' L' U2 B2 D R2 D F2 U2 L2 U' R2 D B R2;2025-11-25 20:54:53;18.21
851;22.93;;B2 D' R2 D2 R2 U' L2 B2 U2 F2 U' R2 B L' F' D L' R2 U' L' B;2025-11-25 20:55:26;22.93
852;23.57;;R' B2 U' B2 L2 U F2 D B2 D' U2 R2 L F' L' R' F' R2 D2 R';2025-11-25 20:56:04;23.57
853;23.14;;U' B L2 F2 R2 U R2 D' U2 B2 D2 U F' L R2 D' B2 R U;2025-11-25 20:56:43;23.14
854;21.11;;F2 L2 B2 U' R2 D2 U' R2 F2 D U2 L' D2 U B U' R2 U' B R';2025-11-25 20:57:22;21.11
855;22.57;;U' R2 U' F2 R2 D2 U' F2 U L2 R B' U' L R' F' U2 B' F2 R';2025-11-25 20:59:14;22.57
856;19.13;;B2 L2 R B2 U2 L D2 U2 L2 U2 R F2 B L' B' D' B R' F2 R F;2025-11-25 20:59:51;19.13
857;19.45;;B R' U2 B D2 U2 R2 B R2 B D2 F' L2 F' D' R' U R B D2;2025-11-25 21:00:29;19.45
858;21.87;;F L' F' U' F' B' D R' F U2 R' U2 L' B2 D2 L B2 D2 R' D2 F2;2025-11-25 21:01:07;21.87
859;17.10;;L2 D R2 U R2 D2 F2 U R2 F2 L' B R2 F' L2 R' F L2 R2 D';2025-11-25 21:01:55;17.10
860;14.82;;R2 F2 B D R' F2 D F U F2 R2 U F2 U2 R2 F2 R2 B2 U F2 L;2025-11-25 21:02:29;14.82
861;20.03;;F2 D2 R2 D' R2 U' R2 B2 D' R2 U F R2 U L B F' D' F2 U;2025-11-27 14:59:01;20.03
862;17.88;;R' L F' U2 R L' B' R D' F R2 U2 L2 D2 B' D2 F' U2 D2;2025-11-27 14:59:52;17.88
863;14.72;;R2 F L D2 R F' L2 D B R U2 L D2 F2 L F2 R' D2 B2 L;2025-11-27 15:00:26;14.72
864;17.47;;L' D2 B' L2 F R2 D2 B2 F' D2 L2 F U2 D' F' U2 F' L U' B D;2025-11-27 15:01:00;17.47
865;17.48;;L' B2 U2 L U' B' U F R F2 D L2 U D2 F2 U R2 U2 R2 L2;2025-11-27 15:01:50;17.48
866;17.74;;U' F2 R' D2 R B2 D2 R2 U2 L2 F2 D2 L' B' F D U F' R F' R';2025-11-27 15:02:21;17.74
867;25.21;;D U2 F2 R2 F' R2 B R2 U2 F' U2 B2 D2 R' F2 U' B D' F2 U2 R;2025-11-27 15:04:18;25.21
868;25.40;;R D' L2 D2 B' U' R2 L D L D2 R D2 R' D2 F2 B2 L' U2 D2 B2;2025-11-27 15:04:59;25.40
869;26.12;;R' B F2 R2 F2 R2 U' F2 D R2 D2 U' L F' U' R F2 R2 U2 F';2025-11-27 15:08:32;26.12
870;25.10;;F2 R' B2 L2 U L2 D2 L2 D' L2 D' R2 D' B2 L' D2 R' B' D2 F R;2025-11-27 15:09:20;25.10
871;23.69;;U2 L2 R2 D' R2 D' U2 L2 U2 B2 L2 F2 L B' D' B' F' R' D2 L F2;2025-11-27 15:10:04;23.69
872;20.40;;R D F2 R B2 L2 F2 U2 L2 D2 F2 L' U2 L U' L2 F' U' R B R';2025-11-27 15:10:43;20.40
873;15.84;;F U2 B2 U2 L' D' R' U2 R2 F2 U2 F U2 B U2 L2 B' D;2025-11-27 15:11:17;15.84
874;15.06;;U' R D' L2 D F R' B D F U2 F' L2 F U2 R2 B' L2 U2 B2 L2;2025-11-27 15:11:48;15.06
875;16.55;;R2 F R2 D2 L2 D2 R2 F2 L2 F D2 B2 L' U' F' R B2 L B' U2;2025-11-27 15:12:22;16.55
876;17.85;;L2 U F' R2 U' F R' D' R2 U' R2 F2 U' B2 U' B2 U' B2 D' F D';2025-11-27 15:12:53;17.85
877;18.07;;F' L B2 U2 B2 U' R2 D2 F2 D L2 U L F2 L D2 B' U' R;2025-11-27 15:13:25;18.07
878;16.81;;L B2 L B2 U2 B2 L' F2 R D2 B2 F L' B2 F2 D' U' R' B R2 F;2025-11-27 15:14:04;16.81
879;26.22;;D' B2 F2 L F2 L D2 B2 R' B2 F2 U2 F' D B L2 U' R' B';2025-11-27 15:14:41;26.22
880;16.87;;U2 R2 B' D2 B U2 F' U2 F D2 U2 R2 D' L R' B U' R' D' F D2;2025-11-27 15:16:09;16.87
881;22.07;;R' B2 D2 U' F2 D' F2 L2 B2 U2 B2 F2 R' F D B2 L2 F U L2 U';2025-11-27 15:16:42;22.07
882;16.37;;F U' F2 L2 F2 R' D2 B2 U2 F2 L D2 R U' L B D F' U2 R' U2;2025-11-27 15:17:17;16.37
883;20.86;;L' B' L2 B2 D2 F R2 U2 L2 R2 F D2 R U B L2 B2 R' F2 U;2025-11-27 15:18:07;20.86
884;22.73;;U2 L2 B D2 U2 R2 U2 B' U2 B U2 F' L' U2 R2 F2 U B F2 L2 F';2025-11-27 15:18:45;22.73
885;20.96;;U' R' F' D2 U2 F' U2 R2 U2 F2 R' B' R B' L' D' B';2025-11-27 15:19:19;20.96
886;17.75;;R' D B2 D2 F2 U' R2 F2 L2 D L2 R' B D B' F2 U' F2 L;2025-11-27 15:19:55;17.75
887;16.01;;U F' D2 R D2 L2 F2 L' D2 B2 R F2 L2 D' R B2 F D R2 F';2025-11-27 15:20:43;16.01
888;15.76;;D2 F U2 D' F L' B2 D' R2 F2 U2 R2 U2 L' B2 U2 F2 B2 L2 F;2025-11-27 15:21:14;15.76
889;24.54;;F U F2 D2 F2 R2 U F2 D' R2 U B2 U L' D' U' B' D R2 D2 U';2025-11-27 15:21:43;24.54
890;20.16;;F2 D' R' D L2 U B2 U' R2 U B2 R2 U2 L B F' R' F' U2 L;2025-11-27 15:22:36;20.16
891;18.19;;B2 U2 F' U2 B U2 R2 B2 F U2 F' R2 D L' R2 D F' D2 U2 B' U2;2025-11-27 15:23:45;18.19
892;19.98;;B2 F2 U F2 D2 L2 U' L2 U' L2 B' F D B U2 R2 F R U2;2025-11-27 15:24:47;19.98
893;21.17;;U L' D L F' U' R D' B' R2 U' F2 U F2 D2 B2 D' F2 U;2025-11-27 15:25:25;21.17
894;17.59;;D2 B' F2 L2 R2 D F2 U L2 D2 U' F2 R D' B' U' L' D' F' R2;2025-11-27 15:26:00;17.59
895;23.90;;F2 R2 B R2 F' D2 R2 B L2 U2 F R' B D U L2 F' U' B D' L';2025-11-27 15:26:53;23.90
896;15.38;;R' B' D2 B2 D2 R' D2 B2 L' B2 L2 R F2 D2 F' U L F U2 F U';2025-11-27 15:27:32;15.38
897;19.00;;D2 B R' B2 U' B2 D' R2 D2 U2 B2 L2 R2 F' L' D' U R2 D B';2025-11-27 15:28:02;19.00
898;14.00;;R F2 D L2 B2 U' F2 D' L2 F2 U B U2 F D F2 R' D2 L2 F2;2025-11-27 15:28:38;14.00
899;15.13;;B' U' F' D B L2 F D F' R B2 L' U2 R D2 R' D2 L' U2 L' D2;2025-11-27 15:29:12;15.13
900;15.66;;B' D U L2 R2 B2 U' F2 R2 F2 B' U R2 B2 F' U2 L' B;2025-11-27 15:29:40;15.66
